Video,Score
17_mid_common_voice_en_36505761_audio2head.mp4,2.3
17_mid_common_voice_en_36505762_audio2head.mp4,2.8
17_mid_common_voice_en_36505763_audio2head.mp4,1.1
17_opendalle11_common_voice_en_36505759_audio2head.mp4,1
17_opendalle11_common_voice_en_36505760_audio2head.mp4,2.3
17_opendalle11_common_voice_en_36505761_audio2head.mp4,0.7
17_opendalle11_common_voice_en_36505762_audio2head.mp4,0.4
17_opendalle11_common_voice_en_36505763_audio2head.mp4,2.2
17_proteus_common_voice_en_36505759_audio2head.mp4,2.9
17_proteus_common_voice_en_36505760_audio2head.mp4,3
17_proteus_common_voice_en_36505761_audio2head.mp4,2.8
17_proteus_common_voice_en_36505762_audio2head.mp4,2.8
17_proteus_common_voice_en_36505763_audio2head.mp4,1.5
17_sd1_common_voice_en_36505759_audio2head.mp4,0.7
17_sd1_common_voice_en_36505760_audio2head.mp4,1.5
17_sd1_common_voice_en_36505761_audio2head.mp4,2.3
17_sd1_common_voice_en_36505762_audio2head.mp4,1.5
17_sd1_common_voice_en_36505763_audio2head.mp4,0.6
17_sd3_common_voice_en_36505759_audio2head.mp4,2.4
17_sd3_common_voice_en_36505760_audio2head.mp4,2.4
17_sd3_common_voice_en_36505761_audio2head.mp4,2.9
17_sd3_common_voice_en_36505762_audio2head.mp4,2.4
17_sd3_common_voice_en_36505763_audio2head.mp4,2.7
18_dalle3_common_voice_en_35261687_audio2head.mp4,2
18_dalle3_common_voice_en_35261702_audio2head.mp4,1.6
18_dalle3_common_voice_en_35261730_audio2head.mp4,2
18_dalle3_common_voice_en_35261735_audio2head.mp4,1.1
18_dalle3_common_voice_en_35299831_audio2head.mp4,2.6
18_flux_common_voice_en_35261687_audio2head.mp4,2.7
18_flux_common_voice_en_35261702_audio2head.mp4,3
18_flux_common_voice_en_35261730_audio2head.mp4,3.1
18_flux_common_voice_en_35261735_audio2head.mp4,2.4
18_flux_common_voice_en_35299831_audio2head.mp4,2.5
18_fooocus_common_voice_en_35261687_audio2head.mp4,2.5
18_fooocus_common_voice_en_35261702_audio2head.mp4,3
18_fooocus_common_voice_en_35261730_audio2head.mp4,3.1
18_fooocus_common_voice_en_35261735_audio2head.mp4,2.7
18_fooocus_common_voice_en_35299831_audio2head.mp4,2.2
18_idea_common_voice_en_35261687_audio2head.mp4,0.1
18_idea_common_voice_en_35261702_audio2head.mp4,0.5
18_idea_common_voice_en_35261730_audio2head.mp4,0.8
18_idea_common_voice_en_35261735_audio2head.mp4,1.2
18_idea_common_voice_en_35299831_audio2head.mp4,1.2
18_kandinsky_common_voice_en_35261687_audio2head.mp4,2.2
18_kandinsky_common_voice_en_35261702_audio2head.mp4,3.1
18_kandinsky_common_voice_en_35261730_audio2head.mp4,3.2
18_kandinsky_common_voice_en_35261735_audio2head.mp4,3
18_kandinsky_common_voice_en_35299831_audio2head.mp4,2.7
18_mid_common_voice_en_35261687_audio2head.mp4,2.1
18_mid_common_voice_en_35261702_audio2head.mp4,2.4
18_mid_common_voice_en_35261730_audio2head.mp4,2.8
18_mid_common_voice_en_35261735_audio2head.mp4,1.8
18_mid_common_voice_en_35299831_audio2head.mp4,2.6
18_opendalle11_common_voice_en_35261687_audio2head.mp4,2.7
18_opendalle11_common_voice_en_35261702_audio2head.mp4,3.3
18_opendalle11_common_voice_en_35261730_audio2head.mp4,2.6
18_opendalle11_common_voice_en_35261735_audio2head.mp4,3.5
18_opendalle11_common_voice_en_35299831_audio2head.mp4,3.1
18_proteus_common_voice_en_35261687_audio2head.mp4,0.4
18_proteus_common_voice_en_35261702_audio2head.mp4,0.6
18_proteus_common_voice_en_35261730_audio2head.mp4,1.2
18_proteus_common_voice_en_35261735_audio2head.mp4,0.9
18_proteus_common_voice_en_35299831_audio2head.mp4,0.5
18_sd1_common_voice_en_35261687_audio2head.mp4,2.7
18_sd1_common_voice_en_35261702_audio2head.mp4,2.6
18_sd1_common_voice_en_35261730_audio2head.mp4,1.8
18_sd1_common_voice_en_35261735_audio2head.mp4,1.7
18_sd1_common_voice_en_35299831_audio2head.mp4,2.4
18_sd15_common_voice_en_35261687_audio2head.mp4,0.4
18_sd15_common_voice_en_35261702_audio2head.mp4,1.6
18_sd15_common_voice_en_35261730_audio2head.mp4,1.2
18_sd15_common_voice_en_35261735_audio2head.mp4,0.6
18_sd15_common_voice_en_35299831_audio2head.mp4,0.7
18_sd21_common_voice_en_35261687_audio2head.mp4,2.2
18_sd21_common_voice_en_35261702_audio2head.mp4,2.9
18_sd21_common_voice_en_35261730_audio2head.mp4,1.2
18_sd21_common_voice_en_35261735_audio2head.mp4,1.4
18_sd21_common_voice_en_35299831_audio2head.mp4,1.3
18_sd3_common_voice_en_35261687_audio2head.mp4,2.5
18_sd3_common_voice_en_35261702_audio2head.mp4,3.3
18_sd3_common_voice_en_35261730_audio2head.mp4,3.1
18_sd3_common_voice_en_35261735_audio2head.mp4,2.8
18_sd3_common_voice_en_35299831_audio2head.mp4,2.9
22_dalle3_common_voice_en_36499595_audio2head.mp4,2.4
22_dalle3_common_voice_en_36499596_audio2head.mp4,2
22_dalle3_common_voice_en_36499599_audio2head.mp4,2.3
22_dalle3_common_voice_en_36499600_audio2head.mp4,3.9
22_dalle3_common_voice_en_36499603_audio2head.mp4,1.5
22_flux_common_voice_en_36499595_audio2head.mp4,0.3
22_flux_common_voice_en_36499596_audio2head.mp4,0
22_flux_common_voice_en_36499599_audio2head.mp4,0.6
22_flux_common_voice_en_36499600_audio2head.mp4,0.5
22_flux_common_voice_en_36499603_audio2head.mp4,0.5
22_fooocus_common_voice_en_36499595_audio2head.mp4,3.8
22_fooocus_common_voice_en_36499596_audio2head.mp4,3.3
22_fooocus_common_voice_en_36499599_audio2head.mp4,2.8
22_fooocus_common_voice_en_36499600_audio2head.mp4,3.5
22_fooocus_common_voice_en_36499603_audio2head.mp4,2.4
22_idea_common_voice_en_36499595_audio2head.mp4,2.8
22_idea_common_voice_en_36499596_audio2head.mp4,2.8
22_idea_common_voice_en_36499599_audio2head.mp4,2.6
22_idea_common_voice_en_36499600_audio2head.mp4,2.8
22_idea_common_voice_en_36499603_audio2head.mp4,2.2
22_kandinsky_common_voice_en_36499595_audio2head.mp4,0.4
22_kandinsky_common_voice_en_36499596_audio2head.mp4,1.1
22_kandinsky_common_voice_en_36499599_audio2head.mp4,0.8
22_kandinsky_common_voice_en_36499600_audio2head.mp4,0.2
22_kandinsky_common_voice_en_36499603_audio2head.mp4,0.6
22_mid_common_voice_en_36499595_audio2head.mp4,1
22_mid_common_voice_en_36499596_audio2head.mp4,2.9
22_mid_common_voice_en_36499599_audio2head.mp4,2.2
22_mid_common_voice_en_36499600_audio2head.mp4,1.1
22_mid_common_voice_en_36499603_audio2head.mp4,2.5
22_opendalle11_common_voice_en_36499595_audio2head.mp4,0.9
22_opendalle11_common_voice_en_36499596_audio2head.mp4,0.8
22_opendalle11_common_voice_en_36499599_audio2head.mp4,1.7
22_opendalle11_common_voice_en_36499600_audio2head.mp4,1.7
22_opendalle11_common_voice_en_36499603_audio2head.mp4,0.4
22_proteus_common_voice_en_36499595_audio2head.mp4,2.5
22_proteus_common_voice_en_36499596_audio2head.mp4,2.3
22_proteus_common_voice_en_36499599_audio2head.mp4,2.5
22_proteus_common_voice_en_36499600_audio2head.mp4,2
22_proteus_common_voice_en_36499603_audio2head.mp4,3
22_sd1_common_voice_en_36499595_audio2head.mp4,2.4
22_sd1_common_voice_en_36499596_audio2head.mp4,3.5
22_sd1_common_voice_en_36499599_audio2head.mp4,2.7
22_sd1_common_voice_en_36499600_audio2head.mp4,2.3
22_sd1_common_voice_en_36499603_audio2head.mp4,2.5
22_sd21_common_voice_en_36499595_audio2head.mp4,0.1
22_sd21_common_voice_en_36499596_audio2head.mp4,2.8
22_sd21_common_voice_en_36499599_audio2head.mp4,0.8
22_sd21_common_voice_en_36499600_audio2head.mp4,1.9
22_sd21_common_voice_en_36499603_audio2head.mp4,1.1
22_sd3_common_voice_en_36499595_audio2head.mp4,0.6
22_sd3_common_voice_en_36499596_audio2head.mp4,1.7
22_sd3_common_voice_en_36499599_audio2head.mp4,0.6
22_sd3_common_voice_en_36499600_audio2head.mp4,0.9
22_sd3_common_voice_en_36499603_audio2head.mp4,1.3
23_dalle3_common_voice_en_35397115_audio2head.mp4,3.5
23_dalle3_common_voice_en_35397117_audio2head.mp4,2.6
23_dalle3_common_voice_en_35397118_audio2head.mp4,2.6
23_dalle3_common_voice_en_35397967_audio2head.mp4,1.8
23_dalle3_common_voice_en_35397968_audio2head.mp4,3.1
23_flux_common_voice_en_35397115_audio2head.mp4,2.7
23_flux_common_voice_en_35397117_audio2head.mp4,2.9
23_flux_common_voice_en_35397118_audio2head.mp4,2.6
23_flux_common_voice_en_35397967_audio2head.mp4,2.4
23_flux_common_voice_en_35397968_audio2head.mp4,2.5
23_fooocus_common_voice_en_35397115_audio2head.mp4,2.2
23_fooocus_common_voice_en_35397117_audio2head.mp4,2.6
23_fooocus_common_voice_en_35397118_audio2head.mp4,2.4
23_fooocus_common_voice_en_35397967_audio2head.mp4,3.7
23_fooocus_common_voice_en_35397968_audio2head.mp4,3.7
23_idea_common_voice_en_35397115_audio2head.mp4,0.6
23_idea_common_voice_en_35397117_audio2head.mp4,2.7
23_idea_common_voice_en_35397118_audio2head.mp4,0.8
23_idea_common_voice_en_35397967_audio2head.mp4,2
23_idea_common_voice_en_35397968_audio2head.mp4,2.2
23_kandinsky_common_voice_en_35397115_audio2head.mp4,2.7
23_kandinsky_common_voice_en_35397117_audio2head.mp4,1.6
23_kandinsky_common_voice_en_35397118_audio2head.mp4,3
23_kandinsky_common_voice_en_35397967_audio2head.mp4,2.5
23_kandinsky_common_voice_en_35397968_audio2head.mp4,1.4
23_mid_common_voice_en_35397115_audio2head.mp4,3.3
23_mid_common_voice_en_35397117_audio2head.mp4,2.9
23_mid_common_voice_en_35397118_audio2head.mp4,2.8
23_mid_common_voice_en_35397967_audio2head.mp4,2.2
23_mid_common_voice_en_35397968_audio2head.mp4,2.7
23_opendalle11_common_voice_en_35397115_audio2head.mp4,3.7
23_opendalle11_common_voice_en_35397117_audio2head.mp4,3.1
23_opendalle11_common_voice_en_35397118_audio2head.mp4,2
23_opendalle11_common_voice_en_35397967_audio2head.mp4,3
23_opendalle11_common_voice_en_35397968_audio2head.mp4,2.3
23_proteus_common_voice_en_35397115_audio2head.mp4,2.9
23_proteus_common_voice_en_35397117_audio2head.mp4,3
23_proteus_common_voice_en_35397118_audio2head.mp4,3.6
23_proteus_common_voice_en_35397967_audio2head.mp4,2.6
23_proteus_common_voice_en_35397968_audio2head.mp4,2.7
23_sd1_common_voice_en_35397115_audio2head.mp4,3.3
23_sd1_common_voice_en_35397117_audio2head.mp4,2.2
23_sd1_common_voice_en_35397118_audio2head.mp4,3.6
23_sd1_common_voice_en_35397967_audio2head.mp4,3.1
23_sd1_common_voice_en_35397968_audio2head.mp4,2.6
23_sd15_common_voice_en_35397115_audio2head.mp4,0.8
23_sd15_common_voice_en_35397117_audio2head.mp4,1.6
23_sd15_common_voice_en_35397118_audio2head.mp4,2.3
23_sd15_common_voice_en_35397967_audio2head.mp4,1.7
23_sd15_common_voice_en_35397968_audio2head.mp4,1.9
23_sd3_common_voice_en_35397115_audio2head.mp4,1.1
23_sd3_common_voice_en_35397117_audio2head.mp4,0.8
23_sd3_common_voice_en_35397118_audio2head.mp4,1.4
23_sd3_common_voice_en_35397967_audio2head.mp4,2.7
23_sd3_common_voice_en_35397968_audio2head.mp4,0.8
24_dalle3_common_voice_en_36503619_audio2head.mp4,1.9
24_dalle3_common_voice_en_36503621_audio2head.mp4,2.2
24_dalle3_common_voice_en_36503623_audio2head.mp4,2.2
24_dalle3_common_voice_en_36503624_audio2head.mp4,2.6
24_dalle3_common_voice_en_36503625_audio2head.mp4,2.3
24_flux_common_voice_en_36503619_audio2head.mp4,2.4
24_flux_common_voice_en_36503621_audio2head.mp4,2.4
24_flux_common_voice_en_36503623_audio2head.mp4,2.2
24_flux_common_voice_en_36503624_audio2head.mp4,2.5
24_flux_common_voice_en_36503625_audio2head.mp4,3.1
24_fooocus_common_voice_en_36503619_audio2head.mp4,2.9
24_fooocus_common_voice_en_36503621_audio2head.mp4,3.3
24_fooocus_common_voice_en_36503623_audio2head.mp4,2.2
24_fooocus_common_voice_en_36503624_audio2head.mp4,2.6
24_fooocus_common_voice_en_36503625_audio2head.mp4,2.8
24_idea_common_voice_en_36503619_audio2head.mp4,2.6
24_idea_common_voice_en_36503621_audio2head.mp4,2.1
24_idea_common_voice_en_36503623_audio2head.mp4,2.5
24_idea_common_voice_en_36503624_audio2head.mp4,2.9
24_idea_common_voice_en_36503625_audio2head.mp4,2.5
24_kandinsky_common_voice_en_36503619_audio2head.mp4,0.3
24_kandinsky_common_voice_en_36503621_audio2head.mp4,1.5
24_kandinsky_common_voice_en_36503623_audio2head.mp4,2.5
24_kandinsky_common_voice_en_36503624_audio2head.mp4,1
24_kandinsky_common_voice_en_36503625_audio2head.mp4,0.7
24_mid_common_voice_en_36503619_audio2head.mp4,1.6
24_mid_common_voice_en_36503621_audio2head.mp4,2.1
24_mid_common_voice_en_36503623_audio2head.mp4,1.5
24_mid_common_voice_en_36503624_audio2head.mp4,1
24_mid_common_voice_en_36503625_audio2head.mp4,3
24_opendalle11_common_voice_en_36503619_audio2head.mp4,3.7
24_opendalle11_common_voice_en_36503621_audio2head.mp4,2.9
24_opendalle11_common_voice_en_36503623_audio2head.mp4,3.5
24_opendalle11_common_voice_en_36503624_audio2head.mp4,3.2
24_opendalle11_common_voice_en_36503625_audio2head.mp4,2.7
24_proteus_common_voice_en_36503619_audio2head.mp4,3.5
24_proteus_common_voice_en_36503621_audio2head.mp4,2.4
24_proteus_common_voice_en_36503623_audio2head.mp4,2.8
24_proteus_common_voice_en_36503624_audio2head.mp4,2.6
24_proteus_common_voice_en_36503625_audio2head.mp4,3.2
24_sd1_common_voice_en_36503619_audio2head.mp4,2.7
24_sd1_common_voice_en_36503621_audio2head.mp4,2.5
24_sd1_common_voice_en_36503623_audio2head.mp4,3.5
24_sd1_common_voice_en_36503624_audio2head.mp4,3.2
24_sd1_common_voice_en_36503625_audio2head.mp4,3.2
24_sd15_common_voice_en_36503619_audio2head.mp4,0.7
24_sd15_common_voice_en_36503621_audio2head.mp4,0.1
24_sd15_common_voice_en_36503623_audio2head.mp4,0.5
24_sd15_common_voice_en_36503624_audio2head.mp4,0.7
24_sd15_common_voice_en_36503625_audio2head.mp4,0.3
24_sd21_common_voice_en_36503619_audio2head.mp4,2.7
24_sd21_common_voice_en_36503621_audio2head.mp4,2.3
24_sd21_common_voice_en_36503623_audio2head.mp4,2.9
24_sd21_common_voice_en_36503624_audio2head.mp4,2
24_sd21_common_voice_en_36503625_audio2head.mp4,3.1
24_sd3_common_voice_en_36503619_audio2head.mp4,3.2
24_sd3_common_voice_en_36503621_audio2head.mp4,3.5
24_sd3_common_voice_en_36503623_audio2head.mp4,2.2
24_sd3_common_voice_en_36503624_audio2head.mp4,1.5
24_sd3_common_voice_en_36503625_audio2head.mp4,1.8
25_dalle3_common_voice_en_36339928_audio2head.mp4,1.1
25_dalle3_common_voice_en_36339930_audio2head.mp4,1.4
25_dalle3_common_voice_en_36339931_audio2head.mp4,2.1
25_dalle3_common_voice_en_36339988_audio2head.mp4,1.7
25_dalle3_common_voice_en_36339990_audio2head.mp4,2.5
25_flux_common_voice_en_36339928_audio2head.mp4,3.8
25_flux_common_voice_en_36339930_audio2head.mp4,2.1
25_flux_common_voice_en_36339931_audio2head.mp4,2
25_flux_common_voice_en_36339988_audio2head.mp4,2
25_flux_common_voice_en_36339990_audio2head.mp4,3.1
25_fooocus_common_voice_en_36339928_audio2head.mp4,3.7
25_fooocus_common_voice_en_36339930_audio2head.mp4,3.3
25_fooocus_common_voice_en_36339931_audio2head.mp4,2.9
25_fooocus_common_voice_en_36339988_audio2head.mp4,3.1
25_fooocus_common_voice_en_36339990_audio2head.mp4,3
25_idea_common_voice_en_36339928_audio2head.mp4,2.8
25_idea_common_voice_en_36339930_audio2head.mp4,1.3
25_idea_common_voice_en_36339931_audio2head.mp4,1.5
25_idea_common_voice_en_36339988_audio2head.mp4,2.7
25_idea_common_voice_en_36339990_audio2head.mp4,1.7
25_kandinsky_common_voice_en_36339928_audio2head.mp4,2.8
25_kandinsky_common_voice_en_36339930_audio2head.mp4,1.7
25_kandinsky_common_voice_en_36339931_audio2head.mp4,3.8
25_kandinsky_common_voice_en_36339988_audio2head.mp4,2.1
25_kandinsky_common_voice_en_36339990_audio2head.mp4,2.6
25_mid_common_voice_en_36339930_audio2head.mp4,1.5
25_mid_common_voice_en_36339931_audio2head.mp4,0.8
25_mid_common_voice_en_36339988_audio2head.mp4,1.1
25_mid_common_voice_en_36339990_audio2head.mp4,1.5
25_opendalle11_common_voice_en_36339928_audio2head.mp4,2.6
25_opendalle11_common_voice_en_36339930_audio2head.mp4,3.2
25_opendalle11_common_voice_en_36339931_audio2head.mp4,3.8
25_opendalle11_common_voice_en_36339988_audio2head.mp4,3.5
25_opendalle11_common_voice_en_36339990_audio2head.mp4,2.2
25_proteus_common_voice_en_36339928_audio2head.mp4,3
25_proteus_common_voice_en_36339930_audio2head.mp4,2.2
25_proteus_common_voice_en_36339931_audio2head.mp4,2.2
25_proteus_common_voice_en_36339988_audio2head.mp4,2.7
25_proteus_common_voice_en_36339990_audio2head.mp4,3
25_sd1_common_voice_en_36339928_audio2head.mp4,2.3
25_sd1_common_voice_en_36339930_audio2head.mp4,2.5
25_sd1_common_voice_en_36339931_audio2head.mp4,2.1
25_sd1_common_voice_en_36339988_audio2head.mp4,2.4
25_sd1_common_voice_en_36339990_audio2head.mp4,1.9
25_sd15_common_voice_en_36339928_audio2head.mp4,0.5
25_sd15_common_voice_en_36339930_audio2head.mp4,0.2
25_sd15_common_voice_en_36339931_audio2head.mp4,0.2
25_sd15_common_voice_en_36339988_audio2head.mp4,1.1
25_sd15_common_voice_en_36339990_audio2head.mp4,1.1
25_sd21_common_voice_en_36339928_audio2head.mp4,1.2
25_sd21_common_voice_en_36339930_audio2head.mp4,1.4
25_sd21_common_voice_en_36339931_audio2head.mp4,1.5
25_sd21_common_voice_en_36339988_audio2head.mp4,0.1
25_sd21_common_voice_en_36339990_audio2head.mp4,1.6
25_sd3_common_voice_en_36339928_audio2head.mp4,2.9
25_sd3_common_voice_en_36339930_audio2head.mp4,2.8
25_sd3_common_voice_en_36339931_audio2head.mp4,2.4
25_sd3_common_voice_en_36339988_audio2head.mp4,2.5
25_sd3_common_voice_en_36339990_audio2head.mp4,2.6
8_dalle3_common_voice_en_36509013_audio2head.mp4,2
8_dalle3_common_voice_en_36509014_audio2head.mp4,3
8_dalle3_common_voice_en_36509026_audio2head.mp4,2.5
8_dalle3_common_voice_en_36509027_audio2head.mp4,1.7
8_dalle3_common_voice_en_36509038_audio2head.mp4,1.8
8_flux_common_voice_en_36509013_audio2head.mp4,3.5
8_flux_common_voice_en_36509014_audio2head.mp4,2.3
8_flux_common_voice_en_36509026_audio2head.mp4,3
8_flux_common_voice_en_36509027_audio2head.mp4,2.1
8_flux_common_voice_en_36509038_audio2head.mp4,2.6
8_fooocus_common_voice_en_36509013_audio2head.mp4,3.5
8_fooocus_common_voice_en_36509014_audio2head.mp4,2.9
8_fooocus_common_voice_en_36509026_audio2head.mp4,3.3
8_fooocus_common_voice_en_36509027_audio2head.mp4,3.5
8_fooocus_common_voice_en_36509038_audio2head.mp4,2.6
8_idea_common_voice_en_36509013_audio2head.mp4,2.3
8_idea_common_voice_en_36509014_audio2head.mp4,3
8_idea_common_voice_en_36509026_audio2head.mp4,3.5
8_idea_common_voice_en_36509027_audio2head.mp4,2.4
8_idea_common_voice_en_36509038_audio2head.mp4,3.2
8_kandinsky_common_voice_en_36509013_audio2head.mp4,3
8_kandinsky_common_voice_en_36509014_audio2head.mp4,2.2
8_kandinsky_common_voice_en_36509026_audio2head.mp4,2.2
8_kandinsky_common_voice_en_36509027_audio2head.mp4,2.6
8_kandinsky_common_voice_en_36509038_audio2head.mp4,2.2
8_mid_common_voice_en_36509013_audio2head.mp4,1.8
8_mid_common_voice_en_36509014_audio2head.mp4,1.9
8_mid_common_voice_en_36509026_audio2head.mp4,3
8_mid_common_voice_en_36509027_audio2head.mp4,1.1
8_mid_common_voice_en_36509038_audio2head.mp4,2.8
8_opendalle11_common_voice_en_36509013_audio2head.mp4,1.1
8_opendalle11_common_voice_en_36509014_audio2head.mp4,0.3
8_opendalle11_common_voice_en_36509026_audio2head.mp4,1.8
8_opendalle11_common_voice_en_36509027_audio2head.mp4,1.5
8_opendalle11_common_voice_en_36509038_audio2head.mp4,1
8_proteus_common_voice_en_36509013_audio2head.mp4,1.5
8_proteus_common_voice_en_36509014_audio2head.mp4,1.7
8_proteus_common_voice_en_36509026_audio2head.mp4,2.9
8_proteus_common_voice_en_36509027_audio2head.mp4,1.7
8_proteus_common_voice_en_36509038_audio2head.mp4,2.3
8_sd1_common_voice_en_36509013_audio2head.mp4,3.1
8_sd1_common_voice_en_36509014_audio2head.mp4,1.3
8_sd1_common_voice_en_36509026_audio2head.mp4,3
8_sd1_common_voice_en_36509027_audio2head.mp4,2.7
8_sd1_common_voice_en_36509038_audio2head.mp4,3.3
8_sd15_common_voice_en_36509013_audio2head.mp4,1
8_sd15_common_voice_en_36509014_audio2head.mp4,0.7
8_sd15_common_voice_en_36509026_audio2head.mp4,0.8
8_sd15_common_voice_en_36509027_audio2head.mp4,1
8_sd15_common_voice_en_36509038_audio2head.mp4,1.1
8_sd21_common_voice_en_36509013_audio2head.mp4,3.3
8_sd21_common_voice_en_36509014_audio2head.mp4,2.5
8_sd21_common_voice_en_36509026_audio2head.mp4,2.5
8_sd21_common_voice_en_36509027_audio2head.mp4,1.8
8_sd21_common_voice_en_36509038_audio2head.mp4,2.2
8_sd3_common_voice_en_36509013_audio2head.mp4,2.8
8_sd3_common_voice_en_36509014_audio2head.mp4,1.5
8_sd3_common_voice_en_36509026_audio2head.mp4,1.2
8_sd3_common_voice_en_36509027_audio2head.mp4,1.4
8_sd3_common_voice_en_36509038_audio2head.mp4,0.9
15_dalle3_common_voice_en_36411224_dinet.mp4,1.2
15_dalle3_common_voice_en_36411240_dinet.mp4,1.2
15_dalle3_common_voice_en_36411274_dinet.mp4,1.4
15_dalle3_common_voice_en_36411286_dinet.mp4,3.1
15_dalle3_common_voice_en_36411293_dinet.mp4,3.5
15_fooocus_common_voice_en_36411224_dinet.mp4,3.9
15_fooocus_common_voice_en_36411240_dinet.mp4,2.8
15_fooocus_common_voice_en_36411274_dinet.mp4,4
15_fooocus_common_voice_en_36411286_dinet.mp4,3
15_fooocus_common_voice_en_36411293_dinet.mp4,2.9
15_idea_common_voice_en_36411224_dinet.mp4,3.5
15_idea_common_voice_en_36411240_dinet.mp4,3.4
15_idea_common_voice_en_36411274_dinet.mp4,2.9
15_idea_common_voice_en_36411286_dinet.mp4,3.7
15_idea_common_voice_en_36411293_dinet.mp4,2.3
15_kandinsky_common_voice_en_36411240_dinet.mp4,1.1
15_kandinsky_common_voice_en_36411274_dinet.mp4,2.2
15_kandinsky_common_voice_en_36411286_dinet.mp4,2.5
15_kandinsky_common_voice_en_36411293_dinet.mp4,2.4
15_opendalle11_common_voice_en_36411224_dinet.mp4,1.2
15_opendalle11_common_voice_en_36411240_dinet.mp4,3.8
15_opendalle11_common_voice_en_36411274_dinet.mp4,4.7
15_opendalle11_common_voice_en_36411286_dinet.mp4,3.6
15_opendalle11_common_voice_en_36411293_dinet.mp4,1.3
15_sd21_common_voice_en_36411224_dinet.mp4,2.4
15_sd21_common_voice_en_36411240_dinet.mp4,2.5
